Year,Title,Gross
2009,The International,60253843
2009,Aliens in the Attic,57881056
2009,Vicky the Viking,56390258
2009,Under the Sea 3D,55902624
2009,Dragonball Evolution,55720772
2009,Nine,54004950
2009,Arthur and the Revenge of Maltazard,52377611
2009,Take Off,52141043
2009,Pokémon: Arceus and the Jewel of Life,52119081
2009,I Can Do Bad All by Myself,51733921
2009,Coco Before Chanel,50812934
2009,One Piece: Strong World,49271461
2009,Push,48858618
2009,9,48428063
2009,20th Century Boys 3: Redemption,48397818
2009,The Fourth Kind,47709193
2009,Crazy Heart,47405566
2009,Hachi: A Dog's Tale,46748131
2009,Fantastic Mr. Fox,46471023
2009,Rabbit Without Ears 2,46439905
2009,The Last House on the Left,45289053
2009,The Spy Next Door,45236543
2009,Nodame Cantabile: The Movie II,44879450
2009,Notorious,44420316
2009,The Girl Who Kicked the Hornet's Nest,44276335
2009,Brothers,43474578
2009,The Informant!,41771168
2009,The Uninvited,41633384
2009,Toy Story 2009 Re-release,41258298
2009,Evangelion: 2.0 You Can (Not) Advance,41162041
2009,The Concert,41146351
2009,Gamer,40828540
2009,All About Steve,40105542
2009,Astro Boy,39886986
2009,Detective Conan: The Raven Chaser,39664359
2009,Agora,39457342
2009,Halloween II,39421467
2009,Cirque du Freak: The Vampire's Assistant,39291383
2009,Jeon Woochi,38681926
2009,The Soloist,38332994
2009,Amalfi: Rewards of the Goddess,37840539
2009,Broken Embraces,37472507
2009,Brooklyn's Finest,36440201
2009,The Boat That Rocked,36348784
2009,Love Happens,36088028
2009,Whatever Works,36020534
2009,The Secret in Their Eyes,35079650
2009,Crank: High Voltage,34572541
2009,Gokusen: The Movie,34117482
2009,The Box,33333531
2009,LOL (Laughing Out Loud),32764784
2009,Fighting,32482728
2009,The Invention of Lying,32406507
2009,April Bride,32112343
2009,Jennifer's Body,31556061
2009,Dance Flick,31439140
2009,A Serious Man,31430334
2009,The Stepfather,31198531
2009,Yatterman,30365792
2009,Natale a Beverly Hills,29976481
2009,Crows Zero II,29893636
2009,20th Century Boys 2: The Last Hope,29502213
2009,The Young Victoria,29181829
2009,New in Town,29010817
2009,The Unbroken,29000322
2009,Shorts,28972508
2009,Pope Joan,28748076
2009,Case 39,28190603
2009,Recep Ivedik 2,27699692
2009,The Road,27639579
2009,Sorority Row,27206120
2009,Observe and Report,26973554
2009,An Education,26096852
2009,Coco,25593707
2009,Doraemon the Movie: The New Records of Nobita's Spaceblazer,25422212
2009,Mt. Tsurugidake,25134437
2009,A Single Man,24964890
2009,Kaiji: The Ultimate Gambler,24709016
2009,If I Were You 2,24415116
2009,I Give My First Love to You,24051386
2009,Mao's Last Dancer,23914731
2009,Dark Planet,23772559
2009,Jonas Brothers: The 3D Concert Experience,23186960
2009,Imagine That,22985194
2009,Armored,22942221
2009,A Perfect Getaway,22938329
2009,Dorian Gray,22873653
2009,Men in the City,22420615
2009,Neuilly Yo Mama!,22243482
2009,OSS 117: Lost in Rio,21924245
2009,The Rebound,21791288
2009,My Girlfriend Is an Agent,21056256
2009,Black Lightning,20984902
2009,Love Aaj Kal,20794985
2009,I Love You Phillip Morris,20768906
2009,Pandemic,20712567
2009,Pandorum,20648328
2009,My Life in Ruins,20455482
2009,Cado dalle nubi,20123466
2009,Solomon Kane,19652185
2009,Amelia,19643086
2009,Drop,19611028
2009,High Security Vacation,19487557
2009,Kamen Rider Decade: All Riders vs. Dai-Shocker,19418091
2009,Ballad,19328678
2009,The White Ribbon,19319671
2009,Cell 211,19300483
2009,Taras Bulba,18874808
2010,Toy Story 3,1066969703
2010,Alice in Wonderland,1025467110
2010,Harry Potter and the Deathly Hallows: Part 1,960283305
2010,Inception,828258695
2010,Shrek Forever After,752600867
2010,The Twilight Saga: Eclipse,698491347
2010,Iron Man 2,623933331
2010,Tangled,592461732
2010,Despicable Me,543239815
2010,How to Train Your Dragon,494878759
2010,Clash of the Titans,493214993
2010,The King's Speech,423999102
2010,The Chronicles of Narnia: The Voyage of the Dawn Treader,415686217
2010,Tron: Legacy,400062763
2010,The Karate Kid,359126022
2010,Black Swan,329398046
2010,Megamind,321885765
2010,Robin Hood,321669741
2010,The Last Airbender,319713881
2010,Little Fockers,310650585
2010,Resident Evil: Afterlife,300228084
2010,Shutter Island,294804195
2010,Salt,293503354
2010,Sex and the City 2,290745055
2010,The Tourist,278780441
2010,The Expendables,274470394
2010,Grown Ups,271430189
2010,Knight and Day 2010 Re-release,261930436
2010,True Grit,252276927
2010,Gulliver's Travels,237382724
2010,Percy Jackson & the Olympians: The Lightning Thief,226497209
2010,The Social Network,224920315
2010,Valentine's Day,216485654
2010,The Sorcerer's Apprentice,215283742
2010,Due Date,211780824
2010,Eat Pray Love,204594016
2010,Yogi Bear,203509374
2010,RED,199006387
2010,Paranormal Activity 2,177512032
2010,The A-Team,177238796
2010,Jackass 3D,171685792
2010,The Other Guys,170458922
2010,Unstoppable,167805466
2010,Step Up 3D,159291809
2010,The Book of Eli,157107755
2010,The Town,154026136
2010,Date Night,152263880
2010,The Secret World of Arrietty,148979794
2010,Legend of the Guardians: The Owls of Ga'Hoole,140073390
2010,The Wolfman,139789765
2010,The Bounty Hunter,136333522
2010,Saw 3D,136150434
2010,Wall Street: Money Never Sleeps,134748021
2010,The Adjustment Bureau,127869379
2010,Predators,127233108
2010,A Nightmare on Elm Street,115694863
2010,Dear John,114991723
2010,Cats & Dogs: The Revenge of Kitty Galore,112483764
2010,Tooth Fairy,112462508
2010,Sanctum,108609310
2010,Harmony,107056263
2010,Hereafter,106956330
2010,Life as We Know It,105734416
2010,Let the Bullets Fly,104723314
2010,Love & Other Drugs,102820008
2010,Aftershock,100293273
2010,Umizaru 3: The Last Message,98663381
2010,Killers,98159963
2010,Kick-Ass,96188903
2010,Nanny McPhee Returns,93251121
2010,Get Him to the Greek,91720255
2010,Burlesque,89519773
2010,The Last Song,89137047
2010,Dinner for Schmucks,86855739
2010,Bayside Shakedown 3: Set the Guys Loose,85347374
2010,Marmaduke,83761844
2010,Piranha 3D,83188165
2010,Oceans,83090556
2010,Blades of Blood 2010 Re-release,82177196
2010,Edge of Darkness,81126522
2010,Vampires Suck,80547866
2010,Letters to Juliet,79293444
2010,The Back-up Plan,77477008
2010,Diary of a Wimpy Kid,76196538
2010,If You Are the One 2,76085443
2010,Easy A,75026216
2010,Hubble,74249729
2010,Pokémon: Zoroark: Master of Illusions,71143529
2010,A Turtle's Tale: Sammy's Adventures,70627617
2010,The Last Exorcism,69432527
2010,Takers,69055695
2010,Bestseller,68813389
2010,Legion,67918658
2010,The American,67876281
2010,The Next Three Days,67448651
2010,Skyline,66984887
2010,Hot Tub Time Machine,64735752
2010,Elite Squad 2: The Enemy Within,63618850
2010,Devil,62695489
2010,127 Hours,60738797
2010,Why Did I Get Married Too?,60673972
2010,The Ghost Writer,60331447
2010,Secretariat,60321861
2010,Morning Glory,60040976
2010,Remember Me,56032889
2010,Cop Out,55611001
2010,Veda - Atatürk,55024621
2010,The Crazies,54806823
2010,Little White Lies,53319615
2010,From Paris with Love,52830951
2010,Detective Dee: The Mystery of the Phantom Flame,51899269
2010,Conference of Animals,51883642
2010,Daybreakers,51416464
2010,Alpha and Omega,50507267
2010,The Switch,49830607
2010,Space Battleship Yamato,49827298
2010,She's Out of My League,49779728
2010,Death at a Funeral,49050886
2010,How Do You Know,48668907
2010,Charlie St. Cloud,48190704
2010,Heartbreaker,48023509
2010,Scott Pilgrim vs. the World,47664559
2010,StreetDance 2,46960833
2010,Welcome to the South,45896492
2010,Machete,45491656
2010,Confessions,45203103
2010,Avatar 2010 Special Edition,44838548
2010,The Man from Nowhere,44723232
2010,Of Gods and Men,43803417
2010,Boy,43551154
2010,When in Rome,43053376
2010,My Name Is Khan,42345360
2010,Going the Distance,42059111
2010,Nodame Cantabile: The Movie II 2010 Re-release,41054604
2010,SP: The Motion Picture I,39674739
2010,Kokkuri-san: Gekijô-ban,37982240
2010,For Colored Girls,37981984
2010,Detective Conan: The Lost Ship in the Sky,36407407
2010,Secret Reunion,36298578
2010,Furry Vengeance,36288132
2010,You Will Meet a Tall Dark Stranger,35867322
2010,Faster,35626958
2010,The Kids Are All Right,34705850
2010,Doraemon The Movie: Nobita's Great Battle of the Mermaid King,34702573
2010,The Extraordinary Adventures of Adèle Blanc-Sec,34604339
2010,Camping 2,33857735
2010,Arthur 3: The War of the Two Worlds,33519334
2010,Dogwood Tree,33016351
2010,Leap Year,32686500
2010,Potiche,32309881
2010,You Again,32054369
2010,Raajneeti,29459596
2010,The Losers,29397654
2010,The Santa Claus Gang,29181330
2010,Sacrifice,29093560
2010,The Lady Shogun and Her Men,27769952
2010,Legend of the Fist: The Return of Chen Zhen,27390678
2010,Ramona and Beezus,27293743
2010,Splice 2010 Re-release,27127620
2010,Let Me In,27093592
2010,Fair Game,25798915
2010,The Round Up,25623521
2010,Christmas in South Africa,25362517
2010,Biutiful,25147786
2010,Six Degrees of Celebration,25030264
2010,Sarah's Key,24792815
2010,Lottery Ticket,24719879
2010,Liar Game: The Final Stage,24658706
2010,The Way Back,24172201
2010,Nasha Russia. Yaytsa sudby,24022125
2010,Just Call Me Nobody,23705022
2010,Act of Vengeance,23423390
2010,Under the Hawthorn Tree,23004431
2010,Recep Ivedik 3,22588876
2010,Villain,22414467
2010,A Thousand Words,22044277
2010,"Me, Them and Lara",22039646
2010,Moss,21925534
2010,22 Bullets,21695883
2010,Inazuma Eleven GO the Movie: The Ultimate Bonds Gryphon,21645379
2010,Just Wright,21584424
2010,My Soul to Take,21500813
2010,Our Family Wedding,21409028
2010,Astral City: A Spiritual Journey,21218935
2010,71: Into the Fire,20967660
2010,Country Strong,20529194
2010,Beck,20219060
2010,How Not to Rescue a Princess,20157447
2010,About Her Brother,19969473
2010,Trick the Movie: Psychic Battle Royale,19795115
2010,Hello Ghost,19774455
2010,Another Year,19722766
2010,Youth in Revolt,19651093
2010,Hot Summer Days,19573451
2010,Buried,19439764
2010,The Servant,19259164
2010,Norwegian Wood,19115721
2010,Head Over Heels,18876082
2010,13 Assassins,18689058
2010,Green Zone 2010 Re-release,18495045
2011,Harry Potter and the Deathly Hallows: Part 2,1341511219
2011,Transformers: Dark of the Moon,1123794079
2011,Pirates of the Caribbean: On Stranger Tides,1045713802
2011,The Twilight Saga: Breaking Dawn - Part 1,712205856
2011,Mission: Impossible - Ghost Protocol,694713380
2011,Kung Fu Panda 2,665692281
2011,Fast Five,626137675
2011,The Hangover Part II,586764305
2011,The Smurfs,563749323
2011,Cars 2,559852396
2011,Puss in Boots,554987477
2011,Sherlock Holmes: A Game of Shadows,543848418
2011,Rio,483866518
2011,Rise of the Planet of the Apes,481800873
2011,Thor,449326618
2011,The Intouchables,426588510
2011,The Adventures of Tintin,373993951
2011,Captain America: The First Avenger,370569774
2011,X-Men: First Class,352616690
2011,Alvin and the Chipmunks: Chipwrecked,342695435
2011,Real Steel,299268508
2011,Bridesmaids,288383523
2011,Super 8,260095986
2011,Rango,245724603
2011,Green Lantern,237201172
2011,The Girl with the Dragon Tattoo,232617430
2011,The Green Hornet,227817248
2011,Immortals,226904017
2011,The Help,216639112
2011,Bad Teacher,216197492
2011,Just Go with It,214945591
2011,Battle Los Angeles,211819354
2011,Horrible Bosses,209838559
2011,Paranormal Activity 3,207039844
2011,Gnomeo & Juliet,193967670
2011,Mr. Popper's Penguins,187361754
2011,Hugo,185770160
2011,The Lion King 2011 3D Release,185542001
2011,Hop,183953723
2011,War Horse,177584879
2011,The Descendants,177243185
2011,Cowboys & Aliens,174822325
2011,In Time,173930596
2011,Zookeeper,169852759
2011,The Muppets,165184237
2011,Limitless,161849455
2011,Johnny English Reborn,160078586
2011,Happy Feet Two,159196259
2011,Final Destination 5,157887643
2011,Tower Heist,152930623
2011,Midnight in Paris,151672318
2011,I Am Number Four,149878437
2011,Jack and Jill,149673788
2011,Friends with Benefits,149542245
2011,No Strings Attached,149228077
2011,Arthur Christmas,147419472
2011,Source Code,147332697
2011,"Crazy, Stupid, Love.",145051197
2011,New Year's Eve,142044638
2011,Contagion,136515867
2011,Unknown,135710029
2011,The Artist,133432856
2011,The Three Musketeers,132274484
2011,We Bought a Zoo,120081841
2011,Hankyu Railways - A 15-minute Miracle,118799256
2011,Water for Elephants,117094902
2011,The Iron Lady,115890699
2011,Moneyball,110206216
2011,Insidious,99557032
2011,Justin Bieber: Never Say Never,99036827
2011,Paul,97984015
2011,Scream 4,97138686
2011,The Rite,96560591
2011,Dolphin Tale,95932565
2011,Nothing to Declare,93811164
2011,Season of the Witch,91627228
2011,Red Riding Hood,90260376
2011,Sucker Punch,89792502
2011,The Inbetweeners,88823111
2011,The Lincoln Lawyer,86752352
2011,Hall Pass,86157237
2011,Spy Kids 4: All the Time in the World,85564310
2011,J. Edgar,84920539
2011,"Big Mommas: Like Father, Like Son",82686066
2011,Abduction,82087155
2011,Tinker Tailor Soldier Spy,81244605
2011,Priest,78309505
2011,Drive,76976666
2011,The Ides of March,76338111
2011,The Mechanic,76130093
2011,The Change-Up,75450437
2011,Larry Crowne,75055070
2011,Diary of a Wimpy Kid: Rodrick Rules,72526996
2011,The Dilemma,69721966
2011,Something Borrowed,65100369
2011,The Darkest Hour,64626786
2011,Hanna,63782078
2011,Footloose 2011 Re-release,63543328
2011,Conan the Barbarian,63523283
2011,Colombiana,63458440
2011,From Up on Poppy Hill,61459425
2011,What a Beautiful Day,60661950
2011,One Day,59389433
2011,The Tree of Life,58409247
2011,Beginning of the Great Revival,58309289
2011,Killer Elite,57084522
2011,Gekijouban Tenpesuto 3D,57082491
2011,Silent Hill: Revelation,55362705
2011,Extremely Loud & Incredibly Close,55247881
2011,Madea's Big Happy Family,54161287
2011,A Ghost of a Chance,53982636
2011,Sunny,51116421
2011,War of the Arrows,50587661
2011,Kokowääh,50447784
2011,Winnie the Pooh,49871429
2011,Arthur,48147945
2011,Soul Surfer,47120948
2011,The Debt,45636368
2011,Beastly,43202283
2011,Detective Conan: Quarter of Silence,42808575
2011,Shaolin,42741494
2011,Born to Be Wild,41644475
2011,Shark Night,41363927
2011,50/50,41097853
2011,Fright Night,41002607
2011,Drive Angry,40909909
2011,30 Minutes or Less,40662632
2011,Gantz,40568961
2011,The Roommate,40492652
2011,SP: The Motion Picture II,40255101
2011,Dream House,39984400
2011,Monte Carlo,39782683
2011,Kaibutsu-kun: The Movie,39766344
2011,Mars Needs Moms,39233678
2011,The Crown Jewels,39000000
2011,Don't Be Afraid of the Dark,38269529
2011,Jumping the Broom,38158601
2011,One for the Money,38080789
2011,The Eagle,37989684
2011,A Very Harold & Kumar Christmas,36192775
2011,Ra.One,35911689
2011,Courageous,35185884
2011,My Week with Marilyn,35057696
2011,The Sitter,34942188
2011,Jane Eyre,34710627
2011,The Skin I Live In,33678406
2011,Gantz: Perfect Answer,33672515
2011,Punch,33556725
2011,Detective K: Secret of Virtuous Widow,32358664
2011,Bodyguard,31516209
2011,The Thing,31505287
2011,I Don't Know How She Does It,31410151
2011,"All's Well, Ends Well 2011",31335572
2011,Vysotsky. Thank You for Being Alive,31016553
2011,Silenced,30996130
2011,African Cats,30857747
2011,A Dangerous Method,30519436
2011,What's Your Number?,30426096
2011,Doraemon: Nobita and the New Steel Troops: ~Winged Angels~,30236973
2011,Eternal Moment,30186159
2011,The Rum Diary,30134958
2011,My Own Swordsman,30082188
2011,Carnage,30034164
2011,You Are the Apple of My Eye,29843025
2011,Torrente 4: Lethal Crisis,29737384
2011,The Sorcerer and the White Snake,29649716
2011,Unfair: The Answer,29166054
2011,Dragon,29140858
2011,Yolki 2,28719002
2011,Your Highness,28013733
2011,Love Strikes!,27707149
2011,The Women on the 6th Floor,27533970
2011,Letters to Santa,26923513
2011,A Monster in Paris,26710392
2011,Ivan Tsarevich & the Grey Wolf,26420475
2011,Apollo 18,26236153
2011,Our Idiot Brother,25804448
2011,Eyyvah Eyvah 2,24792348
2011,Ready,24663361
2011,In His Chart,23384864
2011,Warrior,23308615
2011,Hoodwinked Too! Hood vs. Evil,23167844
2011,Young Adult,22939027
2011,Andalucia: Revenge of the Goddess,22929221
2011,A Separation,22926076
2011,Qualunquemente,22862029
2011,Friends: Naki on the Monster Island,22537428
2011,Kamen Rider OOO Wonderful: The Shogun and the 21 Core Medals,22313925
2011,Gooische vrouwen,22194574
2011,The Immature,21858834
2011,Pleasant Goat and Big Big Wolf 3,21847806
